Species,adu_alo,adu_fol,adu_alo_b,adu_alo_h,adu_fol_b,adu_fol_h,Shape
P_arc,-0.61789408,-0.428086155,0.542049552,0.771602628,-0.788224156,0.280930032,-0.014142155
P_dun,1.152949198,-2.803173818,-1.760075036,-0.659691142,-2.527542861,-1.373223868,-0.004344697
P_dun,0.218715659,-1.553759086,-0.186879145,-1.341007219,-0.535902135,-1.637023745,0.024932336
P_dun,0.617262267,-3.117445098,-2.201536118,-1.047461285,-2.850244559,-1.456141094,-0.011590255
P_dun,1.515136567,-1.272969499,1.357288586,-1.785915232,-0.870080493,-0.856931151,-0.027614239
P_dun,0.521454086,-4.004034909,-2.479669108,-0.644061412,-2.838707414,-2.758564932,-0.050521072
P_dun,0.218715659,-1.553759086,-0.186879145,-1.341007219,-0.535902135,-1.637023745,0.011373464
P_dun,0.916159981,-0.829711286,0.01916358,-1.579042901,-0.909785118,-0.188959469,-0.06123351
P_dun,-0.45933435,2.83053379,-2.964918247,-0.121271947,2.023176477,1.948848777,0.010733369
P_dun,2.230009641,-1.897295501,-1.605506896,-1.956999251,-1.008527082,-1.769134186,-0.080178004
P_dun,0.218723282,-0.850692029,0.40346841,-0.986367512,0.327952698,-1.467524427,-0.033624528
P_dun,1.058900222,-3.627390742,-3.230781679,-1.357196099,-2.621147775,-2.512647863,-0.091838206
P_dun,0.521454086,-4.004034909,-2.479669108,-0.644061412,-2.838707414,-2.758564932,0.011276671
P_dun,1.515136567,-1.272969499,1.357288586,-1.785915232,-0.870080493,-0.856931151,-0.029812563
P_dun,3.651339507,1.279314931,0.893581421,-2.761436976,0.336443057,1.52156577,-0.069982041
P_dun,2.174327804,-2.546365889,-1.05084491,-2.221741486,-2.303639235,-1.293104715,0.046803211
P_dun,1.560828931,0.887069021,1.664290883,-1.937181476,0.119157098,1.198449343,0.043802978
P_dun,0.617262267,-3.117445098,-2.201536118,-1.047461285,-2.850244559,-1.456141094,0.036291171
P_dun,1.152949198,-2.803173818,-1.760075036,-0.659691142,-2.527542861,-1.373223868,0.077277247
P_hes,0.003829935,-0.371099445,-1.361412984,-0.199054948,-0.823524145,0.238191143,0.049657347
P_hes,0.003829935,-0.371099445,-1.361412984,-0.199054948,-0.823524145,0.238191143,-0.000379095
P_lan,-0.302324086,-2.112794602,1.836988541,0.727760705,-0.764941802,-2.231392264,0.050432855
P_lan,2.505901247,-0.002355066,0.816405108,-1.503292425,-0.22264154,0.268457325,0.0218097
P_lan,-3.918721126,1.565036104,-1.849581564,2.546750604,2.089162656,0.089500666,0.037069947
P_lan,-1.064384584,-3.602713277,0.855571857,1.23063961,-2.109481586,-3.069494654,0.036379664
P_lan,-0.800888154,-3.651305676,2.033839711,1.241115414,-2.232163073,-2.951547332,0.028504562
P_lan,-2.58906836,-3.39691385,2.681078557,2.835196076,-1.864349849,-2.873618245,0.045098328
P_lan,-0.789604041,-3.409019332,-1.975117155,0.382743398,-2.578307646,-2.245671623,0.034895143
P_lan,1.410697261,-2.546040978,1.099389634,-0.835272266,-1.951807051,-1.588188442,-0.013678325
P_lan,1.308074989,-3.28220324,0.791716966,-0.691381122,-2.648932999,-2.018498444,0.034278968
P_lan,-1.907766591,-2.245588925,1.112607374,2.154153591,-1.139084451,-2.103678687,0.082287822
P_lan,-0.475137348,-2.611503136,1.063437516,0.736573751,-1.84782423,-1.875917766,-0.020056998
P_lan,0.968711511,-3.086172142,0.725229298,-0.162666416,-2.316274883,-2.080868698,0.0310436
P_lan,-0.583985693,-2.368865492,-0.679864422,0.89084945,-1.891170109,-1.499057826,0.049465947
P_lan,-1.398477699,-1.786210375,0.733671761,1.444928562,-1.734462239,-0.769697217,0.058116177
P_lan,0.108358018,-2.754692726,1.850857944,-0.562858026,-1.832707289,-2.075209386,-0.036903817
P_lan,-0.709355246,-1.616282935,1.628626118,0.532926897,-0.85683587,-1.346315629,0.02169153
P_lan,-0.476859191,-1.839455992,0.292705623,0.316728339,-1.638396672,-0.914520684,0.071265548
P_lan,-1.103932895,-1.605077789,-2.217530011,0.64036625,-1.363391066,-1.067320623,0.071083509
P_lan,1.457223382,-2.826821391,-0.038965834,-1.556165406,-1.524488099,-2.590912213,0.024865762
P_lan,-2.967436804,-1.230485217,1.690580982,2.174809018,-0.702010683,-0.814448755,0.091626471
P_lan,-1.667862908,-0.468447189,1.104372742,1.287816391,-0.342288837,-0.328610994,0.039772247
P_lan,-1.646548249,-0.682372165,-0.978800628,1.498779195,-0.12061449,-0.762600537,-0.025515424
P_lan,-0.719953658,-2.206002612,1.560282286,0.547558286,-0.989088126,-2.158317481,0.024529672
P_lan,0.152756387,-1.919161384,1.795336636,0.12947082,-1.117736057,-1.606634893,-0.02457464
P_lan,-0.459727035,-1.44903901,0.877222649,0.046313708,-0.772876238,-1.327150746,-0.021511552
P_lan,0.735622068,-1.06961899,0.777046215,0.298056353,-1.120938671,-0.316993619,0.077826496
P_lan,0.529790028,-0.022613808,-0.268657922,-0.670574192,-0.367360104,0.398644411,0.027427729
P_lan,-0.673787291,-0.74874064,-0.575370298,0.817531111,-0.370613865,-0.768040276,0.110255899
P_lan,0.373459051,-0.617545835,-1.02093057,-0.713446913,-0.557905419,-0.257158519,0.008488407
P_lan,1.849695306,-0.306515985,0.685895851,-1.523901087,-0.671065648,0.19219645,-0.043059848
P_lan,0.148223412,-1.039022643,1.725077509,-0.052222294,-0.54965634,-0.9167601,0.065674842
P_lan,1.240477105,-0.828015102,-0.503681514,-0.973600567,-1.080962732,-0.137814013,0.053311456
P_lan,1.500758394,-0.148997976,0.72785046,-0.905904214,-1.103292743,0.929504771,0.026067077
P_lan,-2.189790033,-1.074748951,1.324910511,2.249690862,-0.510951471,-0.965980918,0.115243543
P_lan,0.963356166,-1.295377971,-0.161334538,-0.61295529,-0.676123577,-1.29133122,0.057511496
P_lan,1.087622768,-0.587808015,-0.085256683,-0.984190979,-0.412936359,-0.473036507,0.018792116
P_lan,-1.266108419,0.057518636,0.17606756,1.686928719,-0.207068997,0.341290663,0.062530525
P_lan,0.116185129,-0.07125588,-0.751431992,-0.088489271,-0.378673132,0.180800158,0.052283425
P_lan,-0.10158689,-0.06931977,-0.696437327,0.44899466,-0.110656943,-0.076647086,0.03708574
P_lan,-3.326604011,-0.399905087,3.066922694,3.317750317,0.271338428,-0.851551117,0.032851854
P_lan,-3.141124206,-0.702535434,-1.75605812,2.281299447,-0.197957537,-0.823760705,0.021826301
P_lan,0.425805022,-0.228641074,2.598801989,-0.034103976,-0.349503338,0.083435524,-0.003462143
P_lan,-0.199896021,0.269726201,-2.852108708,0.066742518,0.267144276,0.026747369,0.089790699
P_lan,-0.471431325,-0.638380667,1.54552158,0.115040227,-0.224859238,-0.686686371,0.046263563
P_lan,1.398494837,-0.287324452,-1.700980273,-1.150612828,-0.241861925,-0.250707405,0.014798966
P_lan,-0.443924473,0.353547951,1.00154608,0.389975117,0.310453795,0.103073387,-0.045499466
P_lan,0.78569154,0.279467087,1.430936236,-1.317637642,0.041727445,0.304039903,-0.013261283
P_lan,1.530435109,0.070351054,-1.113311292,-1.621725179,-0.111722335,0.128287214,-0.033352024
P_lan,1.772874431,-0.642020235,-0.059995809,-1.694008386,-0.002041413,-0.95811159,0.05744366
P_lan,0.768777503,0.146688934,-0.339892043,-0.771104565,0.12272665,0.077341775,0.046595075
P_lan,-0.146539933,0.457901205,0.405024542,-0.085273214,-0.346110735,1.062841609,0.007319394
P_lan,0.782367089,0.445542294,0.011239135,-0.889669051,0.272534925,0.252679153,0.015051329
P_lan,1.230788056,-0.149763337,2.055958878,-0.482240666,-0.198783901,-0.071074589,0.014775758
P_lan,1.284306101,0.431533664,0.244227597,-1.93163834,-0.167967671,0.774533994,0.057207196
P_lan,-2.119865381,0.539627185,-0.652386257,1.239115762,0.327413643,0.374343199,0.031206686
P_lan,-2.488650487,-0.820280292,0.126939361,2.755988278,0.234938499,-1.314302443,-0.077137595
P_lan,2.289200885,-0.077718446,1.576877327,-1.836362974,-0.25794888,0.07852604,0.060568364
P_lan,-2.609652942,-0.360972976,-0.468745675,1.580751291,0.028759525,-0.563753571,0.033207121
P_lan,-1.982554644,0.119218384,0.832484478,2.04777057,0.123943609,0.053628353,0.041359909
P_lan,-0.350730522,-0.081095978,0.277473272,-0.199395764,0.111666084,-0.242874765,-0.039253449
P_lan,-0.66551852,0.140694133,1.705540709,0.562840085,0.236533462,-0.092515271,0.011544097
P_lan,0.822194258,-0.083845649,0.185441627,-0.603703276,0.200005745,-0.363531619,0.02604082
P_lan,-0.425003113,-0.008578027,1.948085627,0.720653855,-0.236550123,0.244531437,0.011447462
P_lan,1.950447984,0.926580379,1.289077514,-1.237308679,0.633426606,0.563551767,0.029788635
P_lan,0.799689951,0.419949599,-0.140241476,-0.433045973,0.789112377,-0.357302632,0.026923707
P_lan,-0.045977125,1.259221822,-0.052692073,-0.085824676,0.634863907,1.058088223,0.004918718
P_lan,1.956687944,1.214971094,0.593980515,-1.805422618,0.329364944,1.448002649,0.005627614
P_lan,-0.940252963,0.641086773,-0.884825341,0.664011511,1.013441877,-0.186785416,0.06244461
P_lan,-1.028848996,1.620817667,1.438984658,-0.186784304,1.084385353,1.389945192,0.044129895
P_lan,-0.820183014,1.196400035,1.470111333,0.987681535,0.600794453,1.074571797,0.052748537
P_lan,1.002717061,0.837791785,0.318018268,-1.101562372,0.497338372,0.59661495,0.085409881
P_lan,-0.84679091,0.324455891,1.383013621,0.759829397,0.577183105,-0.131118696,0.049696508
P_lan,2.531180229,1.428609395,-1.116465533,-2.388524773,0.479070408,1.561525746,-0.032606328
P_lan,5.157788659,-1.686305713,0.940642855,-3.956131225,-3.208409641,0.567206804,0.021783856
P_lan,2.265762557,0.931714597,0.572142257,-1.7605125,0.578640765,0.62806657,-0.001073875
P_lan,-1.268420409,1.513303216,1.490700823,1.129307063,1.016667253,1.027636674,0.082273889
P_lan,-1.215344155,1.487383093,0.796112574,0.695758657,0.999176622,1.05175659,-0.001589399
P_lan,-0.436628712,1.355886057,0.504309507,0.796368745,0.482550238,1.436528442,0.082688881
P_lan,-2.820547734,1.676761878,0.949275247,2.895171622,1.344117281,1.090485283,0.045090087
P_lan,-0.406284371,1.500972713,1.519273823,0.160547704,0.977334784,1.130347005,-0.009392419
P_lan,-0.131519029,1.340129819,0.275029295,-0.338516118,1.070599409,0.825263872,0.074641582
P_lan,-1.089514832,1.948573623,0.539532123,1.7091215,1.38960809,1.390278426,0.01913544
P_lan,-1.582560696,1.105133571,0.473678504,1.763925668,1.157517428,0.345960702,0.025221891
P_lan,-1.543066987,1.631564934,0.480983862,1.009458388,1.491196176,0.787973397,-0.056973318
P_lan,-1.687871391,1.070053456,-0.479690249,1.166380021,1.141712317,0.319253441,-0.026700024
P_lan,-1.957967979,2.305072245,-0.506053015,1.213288444,1.191681856,2.033538738,0.02062615
P_lan,-1.694147471,2.587029021,1.868571371,1.552980244,2.030351561,1.55550823,0.02974276
P_lan,0.540849288,2.499677642,1.401302761,-0.252857682,1.475701827,2.035296125,0.026705507
P_lan,-1.959869018,2.802020987,-1.25786326,0.931379147,1.316421075,2.720396237,0.008077225
P_lan,-0.671088556,2.311133993,0.900191256,0.244446095,1.756988927,1.500335556,0.014617642
P_lan,1.042467945,3.403150916,2.171149,-0.365850614,2.237242972,2.599167476,0.083008669
P_lan,-1.250129735,2.593347453,0.894003905,0.401759306,2.060112138,1.576549148,0.048689969
P_lan,1.903806141,3.391223003,0.931408722,-2.262326335,2.397368506,2.315609442,0.04442135
P_lan,-1.055390183,3.335417981,0.225546725,0.891627896,2.315771176,2.348101639,0.048858323
P_lan,-0.183558899,3.761704356,1.149062483,0.082084471,2.566215999,2.726377482,0.022066176
P_lan,1.445142016,3.039740975,1.521314923,-1.884489061,1.74781936,2.50711822,0.020508662
P_lan,0.680186358,2.939590364,1.423854389,-0.470673954,2.26729491,1.88483992,-0.000471227
P_lan,-0.042089485,3.924047609,1.725705577,-0.043336186,2.468664823,3.111585838,0.10160193
P_lan,0.267284839,3.940681445,1.99010992,-0.056902719,2.46707133,3.111585838,0.051441311
P_lan,-1.856128461,3.738500542,1.166467738,0.908817539,2.939222969,2.322095253,0.023126676
P_lan,0.550295697,3.471845404,0.562774094,-0.834118342,2.458486409,2.358936951,0.014849602
P_lan,0.44736554,3.601473378,0.995713433,-0.254622511,2.765631803,2.32111817,-0.021249039
P_lan,0.526409754,4.193088645,1.496271696,-0.768109919,2.88327253,3.009796101,-0.024345479
P_lan,0.252364137,4.144851643,-0.236466508,-0.955479017,3.167236691,2.59223304,0.026950873
P_lan,-0.586851313,4.240399202,0.659767296,0.153920581,3.019295948,2.9965233,-4.78E-05
P_lan,0.023112026,4.380616,0.306476013,-0.490688939,3.188171067,2.934527096,0.01724603
P_lan,0.057254305,5.68432511,-0.513525257,-1.138313096,4.177493374,3.82755335,-0.057719545
P_lan,-0.743570657,2.442976925,1.107942658,1.216119846,1.991030619,1.425215249,0.031448046
P_lan,0.673129008,-3.141258179,0.391495866,-0.578295988,-1.892154818,-2.461057871,-0.029851928
P_lan,-3.414871994,2.058852985,-1.102529456,2.521250936,1.430804191,1.540096841,0.064439304
P_lan,0.155425256,-1.286707626,0.740531654,0.648793423,-0.93854028,-0.871836707,-0.018543852
P_lan,0.396322084,-2.962520668,-0.410083725,-0.086563882,-2.434887729,-1.711808046,0.00402838
P_lan,2.486153362,-0.352490855,-0.120895416,-2.296113423,-0.049483515,-0.418712891,0.000534806
P_lan,0.000395351,-0.10982491,1.305226955,0.087212243,0.243500148,-0.355946592,-0.036387882
P_lan,1.71685008,-2.208848298,-0.060958327,-1.606017742,-1.572515214,-1.498578761,-0.007332929
P_lan,1.613462248,0.594603373,-0.510207208,-2.114446283,0.222553329,0.728008797,0.013774017
P_lan,-0.511182127,-2.780523139,1.183138949,0.781093925,-1.531782338,-2.326272396,0.002148006
P_lan,0.747566283,-0.303948496,0.752096413,-1.598062824,0.267764165,-0.774604435,0.035609315
P_lan,0.950862863,-2.1399938,-0.247153141,-0.226183948,-1.827990016,-1.219539977,-0.000882382
P_lan,2.950016107,0.077577237,-0.00047221,-2.192185218,-0.179971944,0.337337626,0.000324769
P_nas,-2.366530155,-1.939244687,0.715700269,2.400907476,-0.863551792,-1.871950244,-0.037270079
P_nas,0.592911489,-3.113003205,0.723998877,0.091256161,-2.334304183,-2.06633783,-0.006425854
P_nas,-4.381540105,3.810408801,-0.663085393,3.464376331,3.208563228,2.21237206,-7.31E-05
P_nas,-0.342377903,-2.645806361,-0.951057847,0.415535876,-1.871832537,-1.911277012,0.029762722
P_nas,-7.054296297,-2.122971874,-4.469708423,6.420386956,-1.870579942,-1.105278966,-0.011579937
P_nas,-0.629493278,-2.600875194,-2.316527077,0.261111248,-1.647132602,-2.036742477,-0.028565562
P_nas,2.322746198,-0.527304697,-0.255343479,-2.23435777,-0.361408866,-0.405904137,0.012938491
P_nas,1.570357678,2.309524931,2.158067033,-1.231717467,1.99948698,1.282066273,0.007389455
P_nas,-2.671886972,2.542467928,-1.412871879,1.693884244,2.290640091,1.348323405,0.005345074
P_nas,-0.388568218,-3.412198319,-0.900453938,0.750141126,-2.50124876,-2.267052191,-0.001853644
P_nas,-2.935228946,1.488959263,0.789542899,3.11092838,1.644431974,0.55694426,-0.038650427
P_nas,-1.278670889,-1.378447504,-2.879308289,1.668622372,-0.450548957,-1.479340292,0.006658569
P_nas,1.68540418,-0.907965004,-0.287832041,-0.875317905,-0.339569627,-0.967550401,0.020362582
P_nas,-0.777331053,-0.780749534,-1.716745708,1.211720451,-0.0542384,-1.042384268,-0.040609836
P_nas,-5.433817735,1.786989347,-1.63033366,4.781944919,2.113502323,0.415692308,0.019343179
P_nas,-5.460194107,-1.046060964,-0.73981078,5.457170733,-0.539206395,-0.816115801,-0.008101595
P_nas,-2.465229458,2.213137895,-0.256170238,1.59077222,2.069589604,1.087201969,-0.0009354
P_nas,-2.998505117,1.927952203,1.408985349,2.745914915,2.504412825,0.202159889,-0.020083937
P_nas,-4.433153246,-2.393911302,-0.105055812,4.444647753,-1.10930739,-2.152994884,-0.045069504
P_nas,-2.118272264,-2.01002648,-1.186776922,1.687986823,-1.393551439,-1.412929154,0.023660201
P_nas,-0.714903086,-2.299454555,-2.558150965,0.566126771,-1.739954414,-1.470401045,0.05218181
P_nas,0.559753804,0.156941612,-0.274812422,-0.601115291,0.417023946,-0.233585076,-0.004136129
P_nas,-5.757906393,0.914886887,0.240939424,3.231009374,1.755843405,-0.379806861,0.005790212
P_nas,-2.387986621,0.634266454,0.462019838,2.795839543,1.165417942,-0.308551095,-0.027373447
P_nas,-1.880372605,2.048738302,0.166226793,1.908518778,1.616088471,1.31763957,-0.029069962
P_nas,-9.727629859,-2.541908804,-6.93251996,7.049305581,-1.479900357,-2.042037042,-0.073867893
P_nas,-4.412564692,-0.033529239,-1.403442387,3.508808288,1.11535487,-1.141379072,-0.032842765
P_nas,-4.480599114,-1.859823877,-1.797238789,4.93471741,-0.393905623,-2.188491917,0.035075148
P_nas,-3.399852288,3.279556804,-2.194920533,2.371294897,2.935055652,1.705707012,0.015839405
P_nas,-3.486464724,-3.141693999,0.222042397,3.042157613,-1.175722397,-3.310264718,0.013842286
P_nas,-1.223634556,-1.429791792,-1.739213851,1.074245874,-0.502333216,-1.535397362,0.009327354
P_nas,-2.553931847,4.127703623,0.058368131,2.278396759,2.932750967,2.901575512,0.005331433
P_nas,-3.693836014,2.165342135,-0.859221353,2.733006037,2.069430082,0.990598477,0.008931347
P_nas,-3.970511087,0.03675176,-0.106838899,4.218858407,0.426915724,-0.403797526,-0.051518771
P_nas,-0.413640214,-1.504205864,-0.779049156,0.693903874,-1.410358796,-0.70656018,0.003872829
P_nas,-0.072252482,-1.684961345,-1.548033069,0.930935776,-0.862374957,-1.52816871,-0.003919484
P_nas,-4.349323203,-2.451900544,-1.341122595,3.64413674,-0.734622753,-2.765411427,0.0476536
P_nas,-0.682082317,-0.812771143,-2.07371825,0.840365968,0.041901063,-1.231737635,0.01717178
P_nas,11.32920742,1.539452203,7.475786811,-9.375380992,1.769856862,0.451820539,3.90E-05
P_nas,-0.321248484,-0.567648963,-1.951559578,0.570177284,-0.154594599,-0.64927339,-0.012480072
P_oph,1.937627674,-3.912907666,-0.913837804,-1.659829173,-2.805760496,-2.729017803,-0.004559182
P_oph,0.160851025,0.606345883,1.223222253,0.067316956,0.784648569,-0.014851206,-0.00983078
P_oph,3.190788405,0.967521577,0.802811694,-2.479270597,0.378021283,0.966994317,0.034339561
P_oph,2.224335483,1.062318718,0.58952812,-1.731117494,0.38601543,1.173210725,0.020942765
P_oph,2.441464856,-0.46622864,-0.782729945,-2.009393008,-0.558849721,-0.122058098,0.020571487
P_oph,3.357028718,3.852681677,-1.617679317,-3.343529833,2.560955809,2.838476402,-0.028017229
P_oph,4.675540159,-3.270570553,-0.033708045,-3.528966199,-3.496130624,-1.106041218,0.016442211
P_oph,3.121562975,-2.680751862,1.225592261,-1.692290682,-2.570410251,-1.198347964,0.01548694
P_oph,1.538328249,0.780372597,0.56891459,-1.242199916,0.233397878,0.99036997,0.020065253
P_oph,5.429561515,3.396100737,1.442341831,-4.178397996,1.828309379,3.087089315,0.082163418
P_oph,1.015787797,-3.225215518,-0.136092445,0.054251793,-2.778791493,-1.832013047,0.035929588
P_oph,3.140368268,-1.412413337,-0.043117044,-2.674686585,-1.053487563,-0.954810896,0.049282323
P_oph,0.917149184,-0.846980913,-0.897749613,-1.496788732,-0.14770793,-1.061909372,0.048129126
P_oph,2.702382555,2.789481231,1.018375693,-2.193614673,1.723246068,2.275943602,-0.008430848
P_oph,1.992420538,6.254818529,0.017240301,-2.489617446,4.053771863,4.802644719,-0.028800813
P_oph,2.698467083,1.420223566,-0.945723337,-1.892561772,0.856070047,1.150789232,0.011903815
P_oph,2.665592037,2.50306938,-1.972048663,-2.423324674,0.992190752,2.588173686,0.015821141
P_oph,2.470910938,-0.219566907,-0.582400909,-1.706813193,-1.169374678,0.894512261,0.054872491
P_oph,2.13654294,4.021391531,-1.341301676,-3.121149718,2.179520367,3.61243568,-0.000903059
P_oph,3.638942778,-0.126055268,0.131033605,-2.971352312,-0.909941908,0.794132193,-0.052800024
P_oph,4.228818866,0.041103774,0.979464917,-2.585898505,-0.163372192,0.166144046,-0.005216118
P_oph,1.728190293,-2.835531685,0.560177306,-0.753187991,-2.764462335,-1.201889773,0.041288796
P_oph,3.907143721,0.750793788,0.431421389,-2.905058724,-0.140902427,1.222632814,-0.021056396
P_oph,2.376224039,-0.96144072,-0.821698078,-1.724240786,-1.787385316,0.440402898,-0.009738928
P_por,-2.645771405,-1.778113819,1.231442672,3.295556004,-1.052408557,-1.293180274,-0.059397651
P_yuc,1.213701714,0.476076464,-0.627060531,-1.049733821,-0.440096911,1.129631919,0.014978561
P_yuc,0.76307306,-0.373676855,-0.932288516,0.065606468,-0.871512731,0.369204863,0.007891776
P_yuc,0.823933162,-1.703822746,-3.20891651,-0.723223366,-1.642505656,-0.827744891,-0.037555319
P_yuc,1.489577306,-0.336365615,-2.271247052,-1.017037967,-1.168943898,0.731476759,-0.037749071
P_yuc,-0.37983834,-0.816683856,0.404836387,1.228493403,-0.612230013,-0.45772062,-0.033523025
P_yuc,1.164915119,1.526002026,0.528928895,-0.923416136,1.253003546,0.913578104,0.033104677
P_yuc,2.155786809,-0.835810657,-1.718720759,-1.589401766,-0.875493023,-0.287457025,-0.16985938
P_yuc,2.819271901,0.375998116,-0.782088979,-1.904520307,-0.166989579,0.681244226,-0.026587398
P_yuc,0.491409682,2.996268339,-1.724531334,-1.902020287,1.81048455,2.47204182,-0.076320371
P_yuc,1.422192048,2.638368698,-0.177935709,-1.670707192,1.666262887,2.105374494,0.022253143
P_yuc,3.619131999,0.30162179,0.561273478,-3.309160072,-0.015966745,0.384485919,-0.045900358
P_yuc,-1.894512137,1.094997705,-0.974622072,1.645519106,0.962764209,0.612486477,-0.017289684
P_yuc,0.841140137,2.729707164,0.79984946,-0.902506451,2.032329499,1.820534217,-0.011301873
P_yuc,0.168273995,-0.870937259,-3.005865833,-0.42221028,-0.406185583,-0.850428325,-0.012165547
